zip3,share_black,share_hispanic,poverty_rate,median_income_approx,total_pop
112,0.32044004258465664,0.19752787979077538,0.22840819232469176,48367.37495367312,2527362.25
113,0.0398946398869573,0.31986910124882906,0.14921159611989585,56863.11458671829,1159254.0
114,0.3978352095142957,0.22110867056255365,0.12902520669967818,62292.10455669471,758717.25
115,0.15576623192522956,0.18993321230857324,0.07579264990699211,94284.35322024667,717095.5
116,0.3704181594182793,0.2218811056426392,0.20773337646191198,50019.0129460913,115474.0
117,0.0601547262582271,0.15240489173768257,0.05265616934776347,95987.62441886362,1571224.0
118,0.0103810278024944,0.08502088668316057,0.039050275324985825,105679.10599751654,72382.75
119,0.059411238000694276,0.14271362037594804,0.08327275534250085,-54177.89459718214,246976.5
120,0.021253790857291774,0.04196860965128775,0.09097203036516532,-45054.57738076334,329429.75
121,0.04232437749786405,0.0382280243846162,0.11496765427851055,60754.623276637605,282330.75
122,0.20733339437046786,0.06686385567200648,0.1871492133569399,52418.28498873857,151891.0
123,0.08973953033515958,0.057811632412933245,0.11848248533500436,59521.30217147309,162174.5
124,0.0475077710134027,0.07582096088548346,0.12604253031185844,-135072.50886824576,153945.0
125,0.07420461373045395,0.13096595985756174,0.09661208412484175,-59684.528594741525,448373.25
126,0.17868406442060192,0.1297641983371853,0.14915570240150858,38588.84607214962,87043.75
127,0.07215183995121242,0.127256789366469,0.16741327477840867,-359305.9891523915,98540.75
128,0.017499783088394224,0.021122095309143125,0.10380139710263563,-57687.82788354946,224891.25
129,0.044736770151791276,0.0289626033044551,0.14585435912272532,-32877.11342845003,164133.25
130,0.021628846808752326,0.0220280169265288,0.09861321228522578,-27120.594420835536,385705.25
131,0.013655662596089024,0.02268981597455725,0.1193634598036318,-122830.79858826795,180835.0
132,0.19108705696554143,0.06048814106641415,0.24019481497441286,41527.9093396996,229536.0
133,0.0111569335061826,0.01559463035717185,0.13794200660142047,48947.330625943825,143500.0
134,0.024709672719476074,0.028277328361511523,0.12110997155443047,-88422.44469804292,186168.5
135,0.11701221768962596,0.09082519620261788,0.26774454602526776,34942.02165808167,71335.0
136,0.033848125794833074,0.039297693362391424,0.1703830084544159,-821901.7068322946,237488.5
137,0.020835380879018525,0.024664532924788048,0.12952654766890886,49402.44756277316,138091.0
138,0.0144644158040277,0.0249452403012119,0.1326946974652239,-691687.7587641359,139371.5
139,0.07401312109466116,0.04859963268808508,0.24348891169128653,39378.47801800505,81611.25
140,0.0251612715942357,0.0313832085390266,0.09042663713758935,60612.32137576064,445524.75
141,0.013933464356583774,0.021792885961484702,0.09217849549740792,23355.627837201057,199344.0
142,0.20087360307502763,0.06200805132467905,0.19495446309453351,42162.39280787391,564293.75
143,0.17511982876515125,0.023774604178906776,0.20425481550750904,37162.72802755749,65969.0
144,0.02878317083632825,0.031732304584099626,0.10361908843157346,58632.925189593334,305122.75
145,0.025741303827957876,0.027799179460983148,0.0881546526035161,19855.688716498367,320816.5
146,0.21103123363851173,0.10067663058594399,0.19336591491360713,-139163.97002366136,477689.25
147,0.017429753628304276,0.0307406696692578,0.1802954155184479,-337850.85809870815,178837.0
148,0.02430323621323055,0.025837227888598976,0.1609513667004234,-11435.55910410875,285162.0
149,0.08839663583533727,0.03215103792709665,0.223438630017936,39682.33895395043,49165.75
150,0.048138335372684776,0.0122009032398048,0.1102613815985332,20772.799087491865,446719.5
151,0.10783233176357895,0.013562958308074325,0.11632404471263452,53367.52303257667,368131.5
152,0.16358200104459694,0.01903330609718115,0.1461167324320761,50529.15965311414,687517.0
153,0.03406065196360543,0.01171988755094775,0.1012113182845504,-101972.22196932524,184292.25
154,0.04093714048400095,0.008905412794013126,0.19284915817323384,-1156110.3323468054,144730.75
155,0.0219697695973676,0.01249377484027385,0.1334232578391052,42738.195501974,88979.5
156,0.0131300261716845,0.008757704094292926,0.09145530620460257,-617055.0482347513,311693.25
157,0.021736140525201723,0.010456576038584825,0.17031952443582374,-112886.60795138025,111231.0
158,0.004092024575875625,0.0119318566578902,0.12629679893324422,43519.49172884416,89125.75
159,0.02926521230778525,0.013182316130417924,0.14139494017690607,43037.444233387585,145008.0
160,0.01123757066997085,0.01087363447039095,0.09028390882293322,60547.69824130666,194119.25
161,0.04533518457100238,0.010664003537184899,0.13609085952448824,-6339.157909897432,222278.25
162,0.024999861318083523,0.01017659062757585,0.1548059958075285,43743.82879450983,87971.25
163,0.011638454784789426,0.009763726249036925,0.15310444072124035,25804.17152226364,149584.0
164,0.0179714065793056,0.0146892682748972,0.12599409167003578,49100.68216004705,129644.25
165,0.09087198298097385,0.043299398340688654,0.18581879322662426,45032.54518894215,187082.5
166,0.030325360537981474,0.012380708119587325,0.13675533488007915,43449.952513002885,208286.0
167,0.021266806756238876,0.01724293902549695,0.16064780972268108,-347133.65317927115,48420.25
168,0.026057489854605202,0.0251750673586986,0.18508001913232905,34050.46520674521,196859.0
169,0.0074483364308501,0.011098016699443125,0.14921709379217382,43930.087337738136,65499.0
170,0.0212958931109466,0.042694366307659604,0.09231920260233842,-41430.99859526069,616062.75
171,0.2598919269816912,0.09382860231843243,0.15062994220612497,54123.82427552599,165523.5
172,0.028696116046055674,0.0363176136494566,0.1161391746000133,-159758.76693124446,205295.75
173,0.016110542982392326,0.035357553882648524,0.07721971891124563,11857.500647497629,336577.75
174,0.09956712280676695,0.10438820092783276,0.14155193408674627,53323.344939448856,174962.0
175,0.014746460918790325,0.038503164401798975,0.08350129972578293,-72178.89078542174,325916.25
176,0.06984089979725788,0.19780349289973598,0.146313443062907,50478.93028558515,165115.25
177,0.03440392704925073,0.01300945584699815,0.14704348368068765,44250.81382988957,170918.75
178,0.0289764979608223,0.028194833659737677,0.13687475644784974,44923.798971865996,238064.25
179,0.027941507511854025,0.0272651641643573,0.12213340747649577,-108287.96887112195,124344.75
180,0.03405448200809302,0.08811094927399829,0.0842159089268037,-17485.572390910525,533671.75
181,0.074122898220589,0.3217874566940238,0.2004216540953877,47114.41513492594,167163.5
182,0.0167373784784427,0.11848497599714818,0.14392248384540374,-38734.74783489306,139056.25
183,0.0889403360041948,0.11992759393115672,0.10740167177229823,-346079.15970063966,177431.75
184,0.04015667034187938,0.04534173933176537,0.10874331897029235,18028.93463076419,200109.5
185,0.03807628023173103,0.07357023289612491,0.1722488358532796,40965.279537693496,118176.0
186,0.017829673507875374,0.025701246679365176,0.1297941068513991,46689.37197194433,176722.5
187,0.05311483648915748,0.05007015694509118,0.1642674742298158,45693.82885945742,134595.75
188,0.0048735982635079,0.014324517873374526,0.12596719741394197,47202.811293196195,78191.25
189,0.012922581000806399,0.034003778657389,0.04688033251762437,-2898.7872175959474,365401.75
190,0.13806669266653934,0.03840445453218825,0.07950049402189788,74962.5626796702,1122010.25
191,0.42161831194141186,0.1250101032147924,0.2624944247198601,39424.3805966985,1531158.25
193,0.06611994316693875,0.07086536352547129,0.07010187312685068,-28253.699565830782,434610.0
194,0.0789306797590986,0.04687092919983363,0.06372133465332284,25367.439372393546,513739.75
195,0.0194225933088605,0.03764982498192233,0.06468396806659368,-228718.3977908382,218740.5
196,0.059307957178800975,0.2868037273224059,0.2016865446240522,49874.025464932965,211877.5
197,0.22511755532409067,0.07940684740299567,0.09614886164360467,-150011.43912819578,320367.0
198,0.24238670323538394,0.10064681851832286,0.12711285723591487,64330.514957505286,215850.5
199,0.17619827237905478,0.07432364422546582,0.12695421719209413,54512.46479557533,367905.75
200,0.49980780314543016,0.0944437304007845,0.1837509065271159,46612.852611914335,612410.5
201,0.08257605062792008,0.14935993835622768,0.050804150242176375,108660.78915698362,856176.25
202,,,,,0.0
203,0.25305838602243247,0.05896488186768856,0.23925224839704382,21629.5,794.75
204,,,,,0.0
205,,,,,0.0
206,0.29573724643207694,0.04068903127682965,0.06249396581028488,-67254.48851404172,340124.75
207,0.5761805112530798,0.13953147974025942,0.08565874346124495,78082.53277328913,970359.25
208,0.11742724110783584,0.14340738234870198,0.05307234135578383,114174.79686439349,678348.5
209,0.2863397130579838,0.24264679014845184,0.09633446678835544,75803.66586807987,313380.25
210,0.13440977274273733,0.0500166844147575,0.06195556045292355,89975.09378274065,727447.0
211,0.19051325410287148,0.040257718600091974,0.05823631667568398,61015.75455906393,461638.75
