representation,model,grouping,fold,n_Low,AUC_Low,n_High,AUC_High,TPR_Low,TPR_High,gap_TPR,z_TPR,p_TPR,FPR_Low,FPR_High,gap_FPR,z_FPR,p_FPR,PPR_Low,PPR_High,gap_PPR,z_PPR,p_PPR,gap_AUC,q_TPR,q_FPR,q_PPR
finbert_pca50,RandomForest,BlackConcentration,5,293,0.7382,909,0.7472,0.5476,0.5714,0.0238,-0.2714,0.7861,0.239,0.2448,0.0058,-0.1862,0.8523,0.2833,0.2926,0.0094,-0.3067,0.7591,0.009,0.9574,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,6,349,0.6824,1002,0.6945,0.6333,0.6667,0.0333,-0.4753,0.6345,0.3287,0.3605,0.0318,-0.9709,0.3316,0.3811,0.4192,0.0381,-1.2457,0.2129,0.0121,0.9574,0.9179,0.745
finbert_pca50,RandomForest,BlackConcentration,7,428,0.7124,1276,0.6836,0.5625,0.4398,-0.1227,1.7021,0.0887,0.2005,0.212,0.0114,-0.4641,0.6426,0.2547,0.2461,-0.0086,0.356,0.7218,-0.0288,0.3711,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,8,555,0.6707,1783,0.669,0.4286,0.4364,0.0078,-0.142,0.8871,0.24,0.2276,-0.0124,0.5469,0.5845,0.2757,0.2681,-0.0076,0.3517,0.7251,-0.0016,0.9574,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,9,1020,0.6908,2715,0.7016,0.1958,0.2257,0.0299,-0.7467,0.4552,0.0855,0.0825,-0.003,0.2752,0.7832,0.101,0.1042,0.0033,-0.2912,0.7709,0.0108,0.8305,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,10,1012,0.673,2694,0.701,0.1151,0.1775,0.0624,-1.7406,0.0818,0.055,0.0511,-0.0038,0.4339,0.6644,0.0632,0.072,0.0088,-0.9347,0.3499,0.0279,0.3711,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,11,1378,0.6806,3563,0.6774,0.5706,0.5208,-0.0498,1.1309,0.2581,0.2881,0.2893,0.0012,-0.0786,0.9373,0.3229,0.3236,0.0007,-0.0453,0.9639,-0.0032,0.7227,0.9373,0.9639
finbert_pca50,RandomForest,BlackConcentration,12,1792,0.6993,4898,0.6951,0.4091,0.4104,0.0013,-0.0371,0.9704,0.1846,0.1908,0.0062,-0.5282,0.5974,0.2176,0.227,0.0094,-0.8158,0.4146,-0.0043,0.9704,0.9179,0.9512
finbert_pca50,RandomForest,BlackConcentration,13,2170,0.6804,5628,0.6991,0.3876,0.4403,0.0526,-1.6164,0.106,0.1868,0.1926,0.0058,-0.5389,0.59,0.2152,0.2335,0.0183,-1.7221,0.085,0.0187,0.3711,0.9179,0.5953
finbert_pca50,RandomForest,BlackConcentration,14,2684,0.6824,6570,0.705,0.5025,0.5664,0.0639,-2.1871,0.0287,0.2553,0.271,0.0158,-1.4342,0.1515,0.2921,0.3184,0.0263,-2.4821,0.0131,0.0225,0.3711,0.9179,0.1829
finbert_pca50,RandomForest,SES_group,1,515,0.6549,214,0.5941,0.4868,0.5143,0.0274,-0.2687,0.7882,0.2711,0.3464,0.0753,-1.8658,0.0621,0.3029,0.3738,0.0709,-1.8636,0.0624,-0.0608,0.8331,0.1241,0.1455
finbert_pca50,RandomForest,SES_group,2,561,0.6928,263,0.6176,0.4231,0.4634,0.0403,-0.389,0.6973,0.2534,0.2432,-0.0102,0.2926,0.7698,0.2692,0.2776,0.0084,-0.2528,0.8004,-0.0753,0.8135,0.8291,0.862
finbert_pca50,RandomForest,SES_group,3,606,0.7662,292,0.6591,0.2031,0.1379,-0.0652,0.9526,0.3408,0.0535,0.0855,0.032,-1.6801,0.0929,0.0693,0.0959,0.0266,-1.3919,0.1639,-0.1071,0.5694,0.1347,0.2399
finbert_pca50,RandomForest,SES_group,4,814,0.6628,397,0.7782,0.5273,0.6429,0.1156,-1.4207,0.1554,0.3168,0.2639,-0.0528,1.7482,0.0804,0.3452,0.3174,-0.0278,0.9624,0.3359,0.1154,0.5439,0.1347,0.4275
finbert_pca50,RandomForest,SES_group,5,910,0.7219,430,0.6963,0.5224,0.5556,0.0332,-0.4352,0.6634,0.2436,0.3161,0.0725,-2.588,0.0097,0.2846,0.3512,0.0665,-2.4678,0.0136,-0.0257,0.8135,0.045,0.0381
finbert_pca50,RandomForest,SES_group,6,959,0.7119,507,0.6358,0.6782,0.6058,-0.0724,1.2254,0.2204,0.3414,0.397,0.0556,-1.8906,0.0587,0.4025,0.4398,0.0373,-1.3799,0.1676,-0.0761,0.5694,0.1241,0.2399
finbert_pca50,RandomForest,SES_group,7,1211,0.6849,676,0.7019,0.4211,0.4732,0.0522,-0.8641,0.3875,0.2029,0.1897,-0.0132,0.6316,0.5276,0.2337,0.2367,0.003,-0.1472,0.883,0.017,0.5694,0.6156,0.883
finbert_pca50,RandomForest,SES_group,8,1715,0.6733,838,0.7004,0.4477,0.4375,-0.0102,0.2107,0.8331,0.2314,0.1991,-0.0323,1.6635,0.0962,0.27,0.2446,-0.0253,1.3679,0.1713,0.0271,0.8331,0.1347,0.2399
finbert_pca50,RandomForest,SES_group,9,2595,0.7106,1429,0.6908,0.2172,0.2478,0.0306,-0.8651,0.387,0.081,0.0798,-0.0012,0.1239,0.9014,0.1006,0.1064,0.0058,-0.5792,0.5625,-0.0197,0.5694,0.9014,0.6562
finbert_pca50,RandomForest,SES_group,10,2711,0.696,1356,0.7058,0.1237,0.2057,0.0821,-2.6365,0.0084,0.0381,0.0593,0.0212,-2.8405,0.0045,0.0498,0.0819,0.0321,-4.0435,0.0001,0.0099,0.0586,0.0315,0.0004
finbert_pca50,RandomForest,SES_group,11,3647,0.6883,1900,0.7104,0.5185,0.6,0.0815,-2.2407,0.025,0.268,0.2984,0.0304,-2.2109,0.027,0.3033,0.3453,0.042,-3.1885,0.0014,0.0221,0.1169,0.0946,0.005
finbert_pca50,RandomForest,SES_group,12,4705,0.6938,2608,0.7047,0.3977,0.4225,0.0248,-0.8297,0.4067,0.1815,0.1909,0.0094,-0.9094,0.3631,0.2132,0.2304,0.0173,-1.7093,0.0874,0.0109,0.5694,0.4622,0.1748
finbert_pca50,RandomForest,SES_group,13,5686,0.6797,3003,0.697,0.3728,0.4684,0.0956,-3.454,0.0006,0.1813,0.1998,0.0186,-1.9307,0.0535,0.2095,0.2451,0.0356,-3.8015,0.0001,0.0173,0.0077,0.1241,0.0007
finbert_pca50,RandomForest,SES_group,14,6707,0.7058,3399,0.7028,0.5539,0.5807,0.0268,-1.01,0.3125,0.2493,0.2885,0.0391,-3.8829,0.0001,0.294,0.3348,0.0408,-4.1967,0.0,-0.0031,0.5694,0.0014,0.0004
finbert_pca50,XGBoost,BlackConcentration,1,180,0.6259,460,0.6626,0.4545,0.4706,0.016,-0.1516,0.8795,0.3265,0.3061,-0.0204,0.4556,0.6487,0.35,0.3304,-0.0196,0.4712,0.6375,0.0368,0.9314,0.7568,0.7049
finbert_pca50,XGBoost,BlackConcentration,2,186,0.6918,554,0.6462,0.5909,0.4286,-0.1623,1.292,0.1963,0.2622,0.261,-0.0012,0.0291,0.9768,0.3011,0.278,-0.0231,0.6046,0.5455,-0.0456,0.8897,0.9768,0.7049
finbert_pca50,XGBoost,BlackConcentration,3,181,0.6738,661,0.6917,0.5833,0.617,0.0337,-0.302,0.7626,0.3248,0.3757,0.0508,-1.1708,0.2417,0.3591,0.41,0.0509,-1.2382,0.2156,0.0179,0.8897,0.5035,0.5299
finbert_pca50,XGBoost,BlackConcentration,4,249,0.6427,841,0.7035,0.6667,0.622,-0.0446,0.5055,0.6132,0.4,0.3515,-0.0485,1.2841,0.1991,0.4418,0.3924,-0.0494,1.3949,0.163,0.0607,0.8897,0.5035,0.5299
finbert_pca50,XGBoost,BlackConcentration,5,293,0.7382,909,0.762,0.6429,0.6992,0.0564,-0.6863,0.4925,0.3068,0.3144,0.0077,-0.2276,0.82,0.3549,0.3707,0.0158,-0.4876,0.6258,0.0238,0.8897,0.883,0.7049
finbert_pca50,XGBoost,BlackConcentration,6,349,0.6971,1002,0.707,0.7667,0.7917,0.025,-0.4119,0.6804,0.4637,0.4358,-0.0279,0.8187,0.413,0.5158,0.504,-0.0118,0.3787,0.7049,0.0099,0.8897,0.5715,0.7049
finbert_pca50,XGBoost,BlackConcentration,7,428,0.702,1276,0.6938,0.625,0.5969,-0.0281,0.3984,0.6903,0.3297,0.3078,-0.0218,0.7772,0.437,0.3738,0.3511,-0.0227,0.8496,0.3956,-0.0082,0.8897,0.5715,0.7049
finbert_pca50,XGBoost,BlackConcentration,8,555,0.6751,1783,0.6854,0.6952,0.7543,0.0591,-1.2101,0.2262,0.4622,0.483,0.0207,-0.7682,0.4424,0.5063,0.5356,0.0293,-1.2079,0.2271,0.0103,0.8897,0.5715,0.5299
finbert_pca50,XGBoost,BlackConcentration,9,1020,0.7097,2715,0.7047,0.6923,0.7233,0.031,-0.7076,0.4792,0.4253,0.403,-0.0224,1.1462,0.2517,0.4627,0.4516,-0.0112,0.6114,0.541,-0.005,0.8897,0.5035,0.7049
finbert_pca50,XGBoost,BlackConcentration,10,1012,0.6779,2694,0.7077,0.6187,0.6494,0.0307,-0.6598,0.5094,0.3746,0.349,-0.0255,1.3368,0.1813,0.4081,0.3987,-0.0094,0.5223,0.6014,0.0298,0.8897,0.5035,0.7049
finbert_pca50,XGBoost,BlackConcentration,11,1378,0.6893,3563,0.6865,0.6412,0.625,-0.0162,0.3797,0.7041,0.3709,0.3585,-0.0124,0.757,0.449,0.4042,0.398,-0.0062,0.4009,0.6885,-0.0029,0.8897,0.5715,0.7049
finbert_pca50,XGBoost,BlackConcentration,12,1792,0.707,4898,0.7018,0.6894,0.6922,0.0028,-0.0861,0.9314,0.3763,0.3989,0.0226,-1.5411,0.1233,0.4224,0.4473,0.0249,-1.8161,0.0694,-0.0052,0.9314,0.5035,0.3236
finbert_pca50,XGBoost,BlackConcentration,13,2170,0.6905,5628,0.7036,0.6743,0.6943,0.02,-0.6574,0.5109,0.38,0.4141,0.0341,-2.5377,0.0112,0.4217,0.4604,0.0387,-3.0802,0.0021,0.0132,0.8897,0.1562,0.0145
finbert_pca50,XGBoost,BlackConcentration,14,2684,0.6898,6570,0.708,0.595,0.6784,0.0834,-2.9872,0.0028,0.3424,0.3691,0.0267,-2.236,0.0254,0.38,0.4187,0.0387,-3.4373,0.0006,0.0182,0.0394,0.1775,0.0082
finbert_pca50,XGBoost,SES_group,1,515,0.6723,214,0.6236,0.5395,0.4857,-0.0538,0.5269,0.5983,0.2893,0.3743,0.085,-2.0655,0.0389,0.3262,0.3925,0.0663,-1.7143,0.0865,-0.0486,0.6443,0.0544,0.0931
finbert_pca50,XGBoost,SES_group,2,561,0.7342,263,0.6006,0.5577,0.4634,-0.0943,0.9033,0.3664,0.2318,0.3153,0.0835,-2.3749,0.0176,0.262,0.3384,0.0764,-2.2605,0.0238,-0.1336,0.4274,0.0273,0.0333
finbert_pca50,XGBoost,SES_group,3,606,0.7636,292,0.6526,0.7031,0.6207,-0.0824,0.9626,0.3357,0.3137,0.4017,0.0881,-2.3761,0.0175,0.3548,0.4452,0.0904,-2.6095,0.0091,-0.111,0.4273,0.0273,0.0141
finbert_pca50,XGBoost,SES_group,4,814,0.6651,397,0.7794,0.5545,0.7143,0.1597,-1.9936,0.0462,0.3551,0.3343,-0.0208,0.6618,0.5081,0.3821,0.3879,0.0058,-0.1963,0.8443,0.1143,0.193,0.5081,0.8443
finbert_pca50,XGBoost,SES_group,5,910,0.7188,430,0.7094,0.6194,0.6984,0.079,-1.0807,0.2799,0.3067,0.3896,0.0829,-2.7774,0.0055,0.3527,0.4349,0.0821,-2.893,0.0038,-0.0093,0.3918,0.011,0.0067
finbert_pca50,XGBoost,SES_group,6,959,0.7246,507,0.6405,0.7759,0.7596,-0.0162,0.3114,0.7555,0.4306,0.4888,0.0583,-1.9109,0.056,0.4932,0.5444,0.0512,-1.8637,0.0624,-0.0842,0.7555,0.0654,0.0794
finbert_pca50,XGBoost,SES_group,7,1211,0.6882,676,0.7132,0.538,0.6786,0.1406,-2.3543,0.0186,0.2808,0.328,0.0472,-1.9765,0.0481,0.3171,0.3861,0.069,-3.03,0.0024,0.025,0.193,0.0612,0.0049
finbert_pca50,XGBoost,SES_group,8,1715,0.6726,838,0.7099,0.719,0.7688,0.0498,-1.158,0.2469,0.4549,0.4838,0.0288,-1.2374,0.216,0.502,0.5382,0.0361,-1.7158,0.0862,0.0373,0.384,0.2326,0.0931
finbert_pca50,XGBoost,SES_group,9,2595,0.7217,1429,0.7032,0.6836,0.7434,0.0597,-1.5552,0.1199,0.3713,0.4406,0.0693,-3.958,0.0001,0.4162,0.4885,0.0723,-4.4177,0.0,-0.0185,0.2134,0.0004,0.0
finbert_pca50,XGBoost,SES_group,10,2711,0.7006,1356,0.7028,0.6102,0.6746,0.0644,-1.5466,0.122,0.3198,0.3845,0.0647,-3.7853,0.0002,0.3596,0.4292,0.0696,-4.3022,0.0,0.0022,0.2134,0.0005,0.0001
finbert_pca50,XGBoost,SES_group,11,3647,0.6947,1900,0.7151,0.614,0.6814,0.0673,-1.9178,0.0551,0.3315,0.3813,0.0498,-3.4041,0.0007,0.3713,0.4279,0.0566,-4.1024,0.0,0.0204,0.193,0.0015,0.0001
finbert_pca50,XGBoost,SES_group,12,4705,0.7065,2608,0.7027,0.6575,0.7056,0.0481,-1.692,0.0906,0.3571,0.4078,0.0507,-3.9266,0.0001,0.4011,0.4586,0.0575,-4.7719,0.0,-0.0038,0.2134,0.0004,0.0
finbert_pca50,XGBoost,SES_group,13,5686,0.6862,3003,0.7001,0.6523,0.6937,0.0413,-1.559,0.119,0.3786,0.4201,0.0415,-3.4475,0.0006,0.4189,0.4662,0.0473,-4.2271,0.0,0.0138,0.2134,0.0015,0.0001
finbert_pca50,XGBoost,SES_group,14,6707,0.7104,3399,0.7049,0.6372,0.6865,0.0493,-1.9333,0.0532,0.3374,0.385,0.0476,-4.3447,0.0,0.3814,0.4328,0.0514,-4.9842,0.0,-0.0055,0.193,0.0002,0.0
