model,grouping,metric,comparison,fold,gap_structured,gap_tfidf_full,delta,gap_finbert_pca50
XGBoost,SES_group,PPR,tfidf_full - structured,4,0.0423,0.014,-0.0283,
XGBoost,SES_group,PPR,tfidf_full - structured,5,0.0655,0.0611,-0.0044,
XGBoost,SES_group,PPR,tfidf_full - structured,6,0.0565,0.0427,-0.0138,
XGBoost,SES_group,PPR,tfidf_full - structured,7,0.0595,0.0313,-0.0282,
XGBoost,SES_group,PPR,tfidf_full - structured,8,0.0235,0.0088,-0.0147,
XGBoost,SES_group,PPR,tfidf_full - structured,9,0.0584,0.0775,0.0191,
XGBoost,SES_group,PPR,tfidf_full - structured,10,0.0648,0.064,-0.0008,
XGBoost,SES_group,PPR,tfidf_full - structured,11,0.072,0.072,0.0,
XGBoost,SES_group,PPR,tfidf_full - structured,12,0.0553,0.0444,-0.0109,
XGBoost,SES_group,PPR,tfidf_full - structured,13,0.0496,0.041,-0.0086,
XGBoost,SES_group,PPR,tfidf_full - structured,14,0.0575,0.0633,0.0058,
XGBoost,SES_group,AUC,tfidf_full - structured,1,-0.002,0.0071,0.0091,
XGBoost,SES_group,AUC,tfidf_full - structured,2,-0.116,-0.1009,0.0151,
XGBoost,SES_group,AUC,tfidf_full - structured,3,-0.1065,-0.1102,-0.0037,
XGBoost,SES_group,AUC,tfidf_full - structured,4,0.1392,0.1268,-0.0124,
XGBoost,SES_group,AUC,tfidf_full - structured,5,-0.0203,-0.0025,0.0178,
XGBoost,SES_group,AUC,tfidf_full - structured,6,-0.0941,-0.078,0.0161,
XGBoost,SES_group,AUC,tfidf_full - structured,7,0.0209,0.0118,-0.0091,
XGBoost,SES_group,AUC,tfidf_full - structured,8,0.0354,0.0134,-0.022,
XGBoost,SES_group,AUC,tfidf_full - structured,9,-0.0194,-0.0149,0.0045,
XGBoost,SES_group,AUC,tfidf_full - structured,10,0.0078,0.0088,0.001,
XGBoost,SES_group,AUC,tfidf_full - structured,11,0.0294,0.0261,-0.0033,
XGBoost,SES_group,AUC,tfidf_full - structured,12,-0.001,0.0033,0.0043,
XGBoost,SES_group,AUC,tfidf_full - structured,13,0.0184,0.0143,-0.0041,
XGBoost,SES_group,AUC,tfidf_full - structured,14,0.0,-0.0008,-0.0008,
XGBoost,SES_group,TPR,finbert_pca50 - structured,1,0.0211,,-0.0749,-0.0538
XGBoost,SES_group,TPR,finbert_pca50 - structured,2,-0.0019,,-0.0924,-0.0943
XGBoost,SES_group,TPR,finbert_pca50 - structured,3,0.0162,,-0.0986,-0.0824
XGBoost,SES_group,TPR,finbert_pca50 - structured,4,0.2581,,-0.0984,0.1597
XGBoost,SES_group,TPR,finbert_pca50 - structured,5,0.0165,,0.0625,0.079
XGBoost,SES_group,TPR,finbert_pca50 - structured,6,0.0048,,-0.021,-0.0162
XGBoost,SES_group,TPR,finbert_pca50 - structured,7,0.0941,,0.0465,0.1406
XGBoost,SES_group,TPR,finbert_pca50 - structured,8,0.0281,,0.0217,0.0498
XGBoost,SES_group,TPR,finbert_pca50 - structured,9,0.0148,,0.0449,0.0597
XGBoost,SES_group,TPR,finbert_pca50 - structured,10,0.0731,,-0.0087,0.0644
XGBoost,SES_group,TPR,finbert_pca50 - structured,11,0.1006,,-0.0333,0.0673
XGBoost,SES_group,TPR,finbert_pca50 - structured,12,0.0407,,0.0074,0.0481
XGBoost,SES_group,TPR,finbert_pca50 - structured,13,0.0393,,0.002,0.0413
XGBoost,SES_group,TPR,finbert_pca50 - structured,14,0.0704,,-0.0211,0.0493
XGBoost,SES_group,FPR,finbert_pca50 - structured,1,0.0229,,0.0621,0.085
XGBoost,SES_group,FPR,finbert_pca50 - structured,2,0.1126,,-0.0291,0.0835
XGBoost,SES_group,FPR,finbert_pca50 - structured,3,0.1014,,-0.0133,0.0881
XGBoost,SES_group,FPR,finbert_pca50 - structured,4,0.0056,,-0.0264,-0.0208
XGBoost,SES_group,FPR,finbert_pca50 - structured,5,0.0742,,0.0087,0.0829
XGBoost,SES_group,FPR,finbert_pca50 - structured,6,0.0607,,-0.0024,0.0583
XGBoost,SES_group,FPR,finbert_pca50 - structured,7,0.0436,,0.0036,0.0472
XGBoost,SES_group,FPR,finbert_pca50 - structured,8,0.0178,,0.011,0.0288
XGBoost,SES_group,FPR,finbert_pca50 - structured,9,0.0612,,0.0081,0.0693
XGBoost,SES_group,FPR,finbert_pca50 - structured,10,0.0576,,0.0071,0.0647
XGBoost,SES_group,FPR,finbert_pca50 - structured,11,0.0619,,-0.0121,0.0498
XGBoost,SES_group,FPR,finbert_pca50 - structured,12,0.0492,,0.0015,0.0507
XGBoost,SES_group,FPR,finbert_pca50 - structured,13,0.0442,,-0.0027,0.0415
XGBoost,SES_group,FPR,finbert_pca50 - structured,14,0.0509,,-0.0033,0.0476
XGBoost,SES_group,PPR,finbert_pca50 - structured,1,0.0267,,0.0396,0.0663
XGBoost,SES_group,PPR,finbert_pca50 - structured,2,0.1123,,-0.0359,0.0764
XGBoost,SES_group,PPR,finbert_pca50 - structured,3,0.1148,,-0.0244,0.0904
XGBoost,SES_group,PPR,finbert_pca50 - structured,4,0.0423,,-0.0365,0.0058
XGBoost,SES_group,PPR,finbert_pca50 - structured,5,0.0655,,0.0166,0.0821
XGBoost,SES_group,PPR,finbert_pca50 - structured,6,0.0565,,-0.0053,0.0512
XGBoost,SES_group,PPR,finbert_pca50 - structured,7,0.0595,,0.0095,0.069
XGBoost,SES_group,PPR,finbert_pca50 - structured,8,0.0235,,0.0126,0.0361
XGBoost,SES_group,PPR,finbert_pca50 - structured,9,0.0584,,0.0139,0.0723
XGBoost,SES_group,PPR,finbert_pca50 - structured,10,0.0648,,0.0048,0.0696
XGBoost,SES_group,PPR,finbert_pca50 - structured,11,0.072,,-0.0154,0.0566
XGBoost,SES_group,PPR,finbert_pca50 - structured,12,0.0553,,0.0022,0.0575
XGBoost,SES_group,PPR,finbert_pca50 - structured,13,0.0496,,-0.0023,0.0473
XGBoost,SES_group,PPR,finbert_pca50 - structured,14,0.0575,,-0.0061,0.0514
XGBoost,SES_group,AUC,finbert_pca50 - structured,1,-0.002,,-0.0466,-0.0486
XGBoost,SES_group,AUC,finbert_pca50 - structured,2,-0.116,,-0.0176,-0.1336
XGBoost,SES_group,AUC,finbert_pca50 - structured,3,-0.1065,,-0.0045,-0.111
XGBoost,SES_group,AUC,finbert_pca50 - structured,4,0.1392,,-0.0249,0.1143
XGBoost,SES_group,AUC,finbert_pca50 - structured,5,-0.0203,,0.011,-0.0093
XGBoost,SES_group,AUC,finbert_pca50 - structured,6,-0.0941,,0.0099,-0.0842
XGBoost,SES_group,AUC,finbert_pca50 - structured,7,0.0209,,0.0041,0.025
XGBoost,SES_group,AUC,finbert_pca50 - structured,8,0.0354,,0.0019,0.0373
XGBoost,SES_group,AUC,finbert_pca50 - structured,9,-0.0194,,0.0009,-0.0185
XGBoost,SES_group,AUC,finbert_pca50 - structured,10,0.0078,,-0.0056,0.0022
XGBoost,SES_group,AUC,finbert_pca50 - structured,11,0.0294,,-0.009,0.0204
XGBoost,SES_group,AUC,finbert_pca50 - structured,12,-0.001,,-0.0028,-0.0038
XGBoost,SES_group,AUC,finbert_pca50 - structured,13,0.0184,,-0.0046,0.0138
XGBoost,SES_group,AUC,finbert_pca50 - structured,14,0.0,,-0.0055,-0.0055
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,1,,0.0628,-0.1166,-0.0538
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,2,,0.0033,-0.0976,-0.0943
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,3,,0.0189,-0.1013,-0.0824
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,4,,0.2029,-0.0432,0.1597
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,5,,0.0949,-0.0159,0.079
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,6,,-0.0356,0.0194,-0.0162
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,7,,0.0676,0.073,0.1406
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,8,,0.0245,0.0253,0.0498
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,9,,0.0432,0.0165,0.0597
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,10,,0.0567,0.0077,0.0644
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,11,,0.0719,-0.0046,0.0673
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,12,,0.0284,0.0197,0.0481
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,13,,0.0404,0.0009,0.0413
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,14,,0.0507,-0.0014,0.0493
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,1,,0.0933,-0.0083,0.085
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,2,,0.0552,0.0283,0.0835
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,3,,0.0593,0.0288,0.0881
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,4,,-0.0188,-0.002,-0.0208
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,5,,0.0556,0.0273,0.0829
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,6,,0.0547,0.0036,0.0583
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,7,,0.0152,0.032,0.0472
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,8,,0.001,0.0278,0.0288
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,9,,0.0784,-0.0091,0.0693
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,10,,0.0593,0.0054,0.0647
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,11,,0.067,-0.0172,0.0498
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,12,,0.0384,0.0123,0.0507
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,13,,0.0339,0.0076,0.0415
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,14,,0.0614,-0.0138,0.0476
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,1,,0.0921,-0.0258,0.0663
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,2,,0.0653,0.0111,0.0764
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,3,,0.0769,0.0135,0.0904
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,4,,0.014,-0.0082,0.0058
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,5,,0.0611,0.021,0.0821
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,6,,0.0427,0.0085,0.0512
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,7,,0.0313,0.0377,0.069
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,8,,0.0088,0.0273,0.0361
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,9,,0.0775,-0.0052,0.0723
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,10,,0.064,0.0056,0.0696
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,11,,0.072,-0.0154,0.0566
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,12,,0.0444,0.0131,0.0575
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,13,,0.041,0.0063,0.0473
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,14,,0.0633,-0.0119,0.0514
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,1,,0.0071,-0.0557,-0.0486
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,2,,-0.1009,-0.0327,-0.1336
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,3,,-0.1102,-0.0008,-0.111
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,4,,0.1268,-0.0125,0.1143
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,5,,-0.0025,-0.0068,-0.0093
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,6,,-0.078,-0.0062,-0.0842
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,7,,0.0118,0.0132,0.025
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,8,,0.0134,0.0239,0.0373
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,9,,-0.0149,-0.0036,-0.0185
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,10,,0.0088,-0.0066,0.0022
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,11,,0.0261,-0.0057,0.0204
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,12,,0.0033,-0.0071,-0.0038
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,13,,0.0143,-0.0005,0.0138
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,14,,-0.0008,-0.0047,-0.0055
