representation,model,grouping,fold,group_level,bin,n,mean_pred,observed_rate
finbert_768,XGBoost,SES_group,5,High,5,54,0.4155,0.1111
finbert_768,XGBoost,SES_group,5,High,6,33,0.4682,0.0909
finbert_768,XGBoost,SES_group,5,High,7,45,0.5311,0.2667
finbert_768,XGBoost,SES_group,5,High,8,45,0.6116,0.0889
finbert_768,XGBoost,SES_group,5,High,9,67,0.7086,0.3731
finbert_768,XGBoost,BlackConcentration,5,Low,0,39,0.0849,0.0256
finbert_768,XGBoost,BlackConcentration,5,Low,1,28,0.1535,0.0
finbert_768,XGBoost,BlackConcentration,5,Low,2,26,0.222,0.0385
finbert_768,XGBoost,BlackConcentration,5,Low,3,29,0.3004,0.1379
finbert_768,XGBoost,BlackConcentration,5,Low,4,31,0.3557,0.1935
finbert_768,XGBoost,BlackConcentration,5,Low,5,30,0.4145,0.1667
finbert_768,XGBoost,BlackConcentration,5,Low,6,25,0.4713,0.12
finbert_768,XGBoost,BlackConcentration,5,Low,7,25,0.5288,0.16
finbert_768,XGBoost,BlackConcentration,5,Low,8,28,0.6124,0.1429
finbert_768,XGBoost,BlackConcentration,5,Low,9,32,0.7006,0.4375
finbert_768,XGBoost,BlackConcentration,5,High,0,89,0.0828,0.0112
finbert_768,XGBoost,BlackConcentration,5,High,1,91,0.1578,0.0659
finbert_768,XGBoost,BlackConcentration,5,High,2,95,0.2248,0.0421
finbert_768,XGBoost,BlackConcentration,5,High,3,98,0.2964,0.0612
finbert_768,XGBoost,BlackConcentration,5,High,4,75,0.3585,0.1067
finbert_768,XGBoost,BlackConcentration,5,High,5,103,0.413,0.1456
finbert_768,XGBoost,BlackConcentration,5,High,6,90,0.47,0.1111
finbert_768,XGBoost,BlackConcentration,5,High,7,98,0.5362,0.2551
finbert_768,XGBoost,BlackConcentration,5,High,8,80,0.6099,0.2
finbert_768,XGBoost,BlackConcentration,5,High,9,90,0.7071,0.4667
finbert_768,XGBoost,SES_group,6,Low,0,103,0.1424,0.0388
finbert_768,XGBoost,SES_group,6,Low,1,105,0.2495,0.0762
finbert_768,XGBoost,SES_group,6,Low,2,90,0.3178,0.1222
finbert_768,XGBoost,SES_group,6,Low,3,88,0.3897,0.1023
finbert_768,XGBoost,SES_group,6,Low,4,110,0.4499,0.1455
finbert_768,XGBoost,SES_group,6,Low,5,105,0.507,0.1333
finbert_768,XGBoost,SES_group,6,Low,6,88,0.5518,0.2386
finbert_768,XGBoost,SES_group,6,Low,7,86,0.599,0.2442
finbert_768,XGBoost,SES_group,6,Low,8,100,0.6613,0.31
finbert_768,XGBoost,SES_group,6,Low,9,84,0.7471,0.4643
finbert_768,XGBoost,SES_group,6,High,0,44,0.156,0.0682
finbert_768,XGBoost,SES_group,6,High,1,41,0.2479,0.1707
finbert_768,XGBoost,SES_group,6,High,2,45,0.3164,0.1111
finbert_768,XGBoost,SES_group,6,High,3,63,0.3813,0.1587
finbert_768,XGBoost,SES_group,6,High,4,39,0.4516,0.1282
finbert_768,XGBoost,SES_group,6,High,5,44,0.5082,0.2273
finbert_768,XGBoost,SES_group,6,High,6,58,0.5532,0.2759
finbert_768,XGBoost,SES_group,6,High,7,52,0.595,0.2692
finbert_768,XGBoost,SES_group,6,High,8,55,0.6571,0.2
finbert_768,XGBoost,SES_group,6,High,9,66,0.7461,0.3485
finbert_768,XGBoost,BlackConcentration,6,Low,0,29,0.1507,0.0
finbert_768,XGBoost,BlackConcentration,6,Low,1,29,0.2497,0.069
finbert_768,XGBoost,BlackConcentration,6,Low,2,35,0.3136,0.1429
finbert_768,XGBoost,BlackConcentration,6,Low,3,43,0.3854,0.093
finbert_768,XGBoost,BlackConcentration,6,Low,4,35,0.4539,0.1429
finbert_768,XGBoost,BlackConcentration,6,Low,5,44,0.5044,0.1591
finbert_768,XGBoost,BlackConcentration,6,Low,6,36,0.5523,0.3056
finbert_768,XGBoost,BlackConcentration,6,Low,7,37,0.5985,0.2432
finbert_768,XGBoost,BlackConcentration,6,Low,8,35,0.6601,0.2286
finbert_768,XGBoost,BlackConcentration,6,Low,9,26,0.7508,0.3462
finbert_768,XGBoost,BlackConcentration,6,High,0,115,0.15,0.0435
finbert_768,XGBoost,BlackConcentration,6,High,1,108,0.2507,0.1111
finbert_768,XGBoost,BlackConcentration,6,High,2,109,0.3199,0.0917
finbert_768,XGBoost,BlackConcentration,6,High,3,87,0.385,0.1149
finbert_768,XGBoost,BlackConcentration,6,High,4,88,0.4491,0.1932
finbert_768,XGBoost,BlackConcentration,6,High,5,93,0.5074,0.1505
finbert_768,XGBoost,BlackConcentration,6,High,6,88,0.5493,0.2955
finbert_768,XGBoost,BlackConcentration,6,High,7,107,0.5984,0.271
finbert_768,XGBoost,BlackConcentration,6,High,8,93,0.6578,0.2581
finbert_768,XGBoost,BlackConcentration,6,High,9,114,0.7452,0.3947
finbert_768,XGBoost,SES_group,7,Low,0,139,0.1268,0.0504
finbert_768,XGBoost,SES_group,7,Low,1,135,0.2244,0.0519
finbert_768,XGBoost,SES_group,7,Low,2,128,0.2867,0.0703
finbert_768,XGBoost,SES_group,7,Low,3,123,0.3398,0.0813
finbert_768,XGBoost,SES_group,7,Low,4,117,0.3859,0.1795
finbert_768,XGBoost,SES_group,7,Low,5,123,0.4392,0.122
finbert_768,XGBoost,SES_group,7,Low,6,108,0.4934,0.1667
finbert_768,XGBoost,SES_group,7,Low,7,110,0.5438,0.1545
finbert_768,XGBoost,SES_group,7,Low,8,109,0.6083,0.2018
finbert_768,XGBoost,SES_group,7,Low,9,119,0.7152,0.3782
finbert_768,XGBoost,SES_group,7,High,0,60,0.1303,0.0667
finbert_768,XGBoost,SES_group,7,High,1,57,0.2269,0.0702
finbert_768,XGBoost,SES_group,7,High,2,60,0.2857,0.0667
finbert_768,XGBoost,SES_group,7,High,3,63,0.3358,0.0952
finbert_768,XGBoost,SES_group,7,High,4,74,0.39,0.1081
finbert_768,XGBoost,SES_group,7,High,5,67,0.4397,0.0746
finbert_768,XGBoost,SES_group,7,High,6,75,0.4883,0.16
finbert_768,XGBoost,SES_group,7,High,7,73,0.5455,0.1781
finbert_768,XGBoost,SES_group,7,High,8,76,0.6035,0.3947
finbert_768,XGBoost,SES_group,7,High,9,71,0.7201,0.3662
finbert_768,XGBoost,BlackConcentration,7,Low,0,38,0.1267,0.0526
finbert_768,XGBoost,BlackConcentration,7,Low,1,38,0.2248,0.0
finbert_768,XGBoost,BlackConcentration,7,Low,2,45,0.2877,0.1778
finbert_768,XGBoost,BlackConcentration,7,Low,3,44,0.336,0.0
finbert_768,XGBoost,BlackConcentration,7,Low,4,29,0.3867,0.1724
finbert_768,XGBoost,BlackConcentration,7,Low,5,39,0.4386,0.1282
finbert_768,XGBoost,BlackConcentration,7,Low,6,41,0.4881,0.1951
finbert_768,XGBoost,BlackConcentration,7,Low,7,44,0.5434,0.1136
finbert_768,XGBoost,BlackConcentration,7,Low,8,57,0.6055,0.193
finbert_768,XGBoost,BlackConcentration,7,Low,9,53,0.7109,0.3774
finbert_768,XGBoost,BlackConcentration,7,High,0,128,0.1291,0.0625
finbert_768,XGBoost,BlackConcentration,7,High,1,133,0.2225,0.0602
finbert_768,XGBoost,BlackConcentration,7,High,2,122,0.2871,0.041
finbert_768,XGBoost,BlackConcentration,7,High,3,140,0.3382,0.0929
finbert_768,XGBoost,BlackConcentration,7,High,4,134,0.3895,0.1269
finbert_768,XGBoost,BlackConcentration,7,High,5,124,0.4412,0.1129
finbert_768,XGBoost,BlackConcentration,7,High,6,124,0.4892,0.1855
finbert_768,XGBoost,BlackConcentration,7,High,7,123,0.5464,0.1951
finbert_768,XGBoost,BlackConcentration,7,High,8,123,0.6058,0.2927
finbert_768,XGBoost,BlackConcentration,7,High,9,125,0.7185,0.344
finbert_768,XGBoost,SES_group,8,Low,0,197,0.148,0.0558
finbert_768,XGBoost,SES_group,8,Low,1,184,0.2716,0.0978
finbert_768,XGBoost,SES_group,8,Low,2,187,0.347,0.1016
finbert_768,XGBoost,SES_group,8,Low,3,163,0.409,0.135
finbert_768,XGBoost,SES_group,8,Low,4,157,0.4578,0.1401
finbert_768,XGBoost,SES_group,8,Low,5,167,0.5071,0.1796
finbert_768,XGBoost,SES_group,8,Low,6,168,0.5558,0.2262
finbert_768,XGBoost,SES_group,8,Low,7,168,0.6105,0.3155
finbert_768,XGBoost,SES_group,8,Low,8,168,0.6672,0.256
finbert_768,XGBoost,SES_group,8,Low,9,156,0.7602,0.3205
finbert_768,XGBoost,SES_group,8,High,0,76,0.1428,0.0395
finbert_768,XGBoost,SES_group,8,High,1,76,0.2677,0.1053
finbert_768,XGBoost,SES_group,8,High,2,91,0.352,0.0989
finbert_768,XGBoost,SES_group,8,High,3,88,0.4086,0.1136
finbert_768,XGBoost,SES_group,8,High,4,87,0.4622,0.1379
finbert_768,XGBoost,SES_group,8,High,5,82,0.5089,0.1463
finbert_768,XGBoost,SES_group,8,High,6,82,0.5559,0.2561
finbert_768,XGBoost,SES_group,8,High,7,79,0.6116,0.1899
finbert_768,XGBoost,SES_group,8,High,8,81,0.6711,0.3457
finbert_768,XGBoost,SES_group,8,High,9,96,0.7628,0.4375
finbert_768,XGBoost,BlackConcentration,8,Low,0,66,0.1527,0.0455
finbert_768,XGBoost,BlackConcentration,8,Low,1,52,0.2669,0.1154
finbert_768,XGBoost,BlackConcentration,8,Low,2,56,0.3536,0.0893
finbert_768,XGBoost,BlackConcentration,8,Low,3,51,0.4105,0.1765
finbert_768,XGBoost,BlackConcentration,8,Low,4,49,0.4563,0.1837
finbert_768,XGBoost,BlackConcentration,8,Low,5,55,0.5074,0.1636
finbert_768,XGBoost,BlackConcentration,8,Low,6,60,0.5576,0.2333
finbert_768,XGBoost,BlackConcentration,8,Low,7,54,0.6134,0.2778
finbert_768,XGBoost,BlackConcentration,8,Low,8,63,0.6696,0.254
finbert_768,XGBoost,BlackConcentration,8,Low,9,49,0.761,0.3878
finbert_768,XGBoost,BlackConcentration,8,High,0,158,0.1406,0.0443
finbert_768,XGBoost,BlackConcentration,8,High,1,173,0.2709,0.104
finbert_768,XGBoost,BlackConcentration,8,High,2,181,0.3476,0.1215
finbert_768,XGBoost,BlackConcentration,8,High,3,183,0.4083,0.1148
finbert_768,XGBoost,BlackConcentration,8,High,4,188,0.4606,0.1489
finbert_768,XGBoost,BlackConcentration,8,High,5,179,0.507,0.1564
finbert_768,XGBoost,BlackConcentration,8,High,6,181,0.5551,0.2818
finbert_768,XGBoost,BlackConcentration,8,High,7,171,0.6105,0.3041
finbert_768,XGBoost,BlackConcentration,8,High,8,177,0.6716,0.2655
finbert_768,XGBoost,BlackConcentration,8,High,9,192,0.7592,0.375
finbert_768,XGBoost,SES_group,9,Low,0,293,0.1446,0.0239
finbert_768,XGBoost,SES_group,9,Low,1,303,0.2558,0.0528
finbert_768,XGBoost,SES_group,9,Low,2,264,0.3276,0.0644
finbert_768,XGBoost,SES_group,9,Low,3,279,0.3841,0.1039
finbert_768,XGBoost,SES_group,9,Low,4,260,0.4361,0.1038
finbert_768,XGBoost,SES_group,9,Low,5,231,0.4887,0.1558
finbert_768,XGBoost,SES_group,9,Low,6,245,0.5387,0.151
finbert_768,XGBoost,SES_group,9,Low,7,235,0.5931,0.2553
finbert_768,XGBoost,SES_group,9,Low,8,259,0.6533,0.2432
finbert_768,XGBoost,SES_group,9,Low,9,226,0.7482,0.3584
finbert_768,XGBoost,SES_group,9,High,0,134,0.1462,0.0597
finbert_768,XGBoost,SES_group,9,High,1,115,0.2541,0.0522
finbert_768,XGBoost,SES_group,9,High,2,137,0.3238,0.1022
finbert_768,XGBoost,SES_group,9,High,3,131,0.3833,0.0916
finbert_768,XGBoost,SES_group,9,High,4,139,0.4369,0.1367
finbert_768,XGBoost,SES_group,9,High,5,152,0.49,0.1118
finbert_768,XGBoost,SES_group,9,High,6,161,0.5395,0.1429
finbert_768,XGBoost,SES_group,9,High,7,154,0.5959,0.1883
finbert_768,XGBoost,SES_group,9,High,8,139,0.6544,0.2662
finbert_768,XGBoost,SES_group,9,High,9,167,0.7447,0.3653
finbert_768,XGBoost,BlackConcentration,9,Low,0,108,0.1447,0.0093
finbert_768,XGBoost,BlackConcentration,9,Low,1,102,0.2564,0.0392
finbert_768,XGBoost,BlackConcentration,9,Low,2,107,0.3247,0.1121
finbert_768,XGBoost,BlackConcentration,9,Low,3,99,0.3838,0.101
finbert_768,XGBoost,BlackConcentration,9,Low,4,93,0.4375,0.1613
finbert_768,XGBoost,BlackConcentration,9,Low,5,97,0.4871,0.134
finbert_768,XGBoost,BlackConcentration,9,Low,6,104,0.5399,0.1154
finbert_768,XGBoost,BlackConcentration,9,Low,7,106,0.5945,0.2075
finbert_768,XGBoost,BlackConcentration,9,Low,8,109,0.6567,0.2477
finbert_768,XGBoost,BlackConcentration,9,Low,9,95,0.7519,0.2842
finbert_768,XGBoost,BlackConcentration,9,High,0,274,0.1451,0.0328
finbert_768,XGBoost,BlackConcentration,9,High,1,277,0.255,0.065
finbert_768,XGBoost,BlackConcentration,9,High,2,262,0.3259,0.0687
finbert_768,XGBoost,BlackConcentration,9,High,3,260,0.3828,0.1077
finbert_768,XGBoost,BlackConcentration,9,High,4,280,0.4374,0.1214
finbert_768,XGBoost,BlackConcentration,9,High,5,273,0.4896,0.1099
finbert_768,XGBoost,BlackConcentration,9,High,6,278,0.5385,0.1619
finbert_768,XGBoost,BlackConcentration,9,High,7,259,0.5935,0.251
finbert_768,XGBoost,BlackConcentration,9,High,8,282,0.6537,0.2411
finbert_768,XGBoost,BlackConcentration,9,High,9,270,0.7431,0.3593
finbert_768,XGBoost,SES_group,10,Low,0,319,0.126,0.0376
finbert_768,XGBoost,SES_group,10,Low,1,328,0.2232,0.064
finbert_768,XGBoost,SES_group,10,Low,2,275,0.2864,0.0691
finbert_768,XGBoost,SES_group,10,Low,3,271,0.3382,0.0849
finbert_768,XGBoost,SES_group,10,Low,4,263,0.3948,0.1293
finbert_768,XGBoost,SES_group,10,Low,5,265,0.4509,0.1472
finbert_768,XGBoost,SES_group,10,Low,6,261,0.5094,0.1724
finbert_768,XGBoost,SES_group,10,Low,7,246,0.5669,0.1829
finbert_768,XGBoost,SES_group,10,Low,8,257,0.6277,0.2296
finbert_768,XGBoost,SES_group,10,Low,9,226,0.7227,0.3319
finbert_768,XGBoost,SES_group,10,High,0,113,0.1225,0.0442
finbert_768,XGBoost,SES_group,10,High,1,127,0.2229,0.0866
finbert_768,XGBoost,SES_group,10,High,2,124,0.2865,0.1129
finbert_768,XGBoost,SES_group,10,High,3,117,0.3428,0.0684
finbert_768,XGBoost,SES_group,10,High,4,144,0.3939,0.0694
finbert_768,XGBoost,SES_group,10,High,5,147,0.4505,0.1429
finbert_768,XGBoost,SES_group,10,High,6,135,0.5094,0.1407
finbert_768,XGBoost,SES_group,10,High,7,159,0.5702,0.1887
finbert_768,XGBoost,SES_group,10,High,8,124,0.6306,0.2742
finbert_768,XGBoost,SES_group,10,High,9,166,0.7301,0.3434
finbert_768,XGBoost,BlackConcentration,10,Low,0,98,0.1318,0.0408
finbert_768,XGBoost,BlackConcentration,10,Low,1,98,0.2243,0.0714
finbert_768,XGBoost,BlackConcentration,10,Low,2,104,0.2851,0.0769
finbert_768,XGBoost,BlackConcentration,10,Low,3,90,0.3385,0.0889
finbert_768,XGBoost,BlackConcentration,10,Low,4,90,0.3925,0.1
finbert_768,XGBoost,BlackConcentration,10,Low,5,102,0.4507,0.1275
finbert_768,XGBoost,BlackConcentration,10,Low,6,120,0.5064,0.1583
finbert_768,XGBoost,BlackConcentration,10,Low,7,87,0.5695,0.2184
finbert_768,XGBoost,BlackConcentration,10,Low,8,115,0.6296,0.1565
finbert_768,XGBoost,BlackConcentration,10,Low,9,108,0.7305,0.3148
finbert_768,XGBoost,BlackConcentration,10,High,0,270,0.1264,0.037
finbert_768,XGBoost,BlackConcentration,10,High,1,251,0.2234,0.0717
finbert_768,XGBoost,BlackConcentration,10,High,2,266,0.2859,0.1015
finbert_768,XGBoost,BlackConcentration,10,High,3,265,0.3408,0.0981
finbert_768,XGBoost,BlackConcentration,10,High,4,278,0.3954,0.1223
finbert_768,XGBoost,BlackConcentration,10,High,5,266,0.4521,0.1842
finbert_768,XGBoost,BlackConcentration,10,High,6,257,0.5082,0.1556
finbert_768,XGBoost,BlackConcentration,10,High,7,278,0.5689,0.2014
finbert_768,XGBoost,BlackConcentration,10,High,8,267,0.6274,0.2584
finbert_768,XGBoost,BlackConcentration,10,High,9,296,0.7317,0.3919
finbert_768,XGBoost,SES_group,11,Low,0,447,0.1454,0.0358
finbert_768,XGBoost,SES_group,11,Low,1,419,0.2475,0.0764
finbert_768,XGBoost,SES_group,11,Low,2,352,0.3148,0.0739
finbert_768,XGBoost,SES_group,11,Low,3,376,0.3743,0.0878
finbert_768,XGBoost,SES_group,11,Low,4,364,0.4305,0.1264
finbert_768,XGBoost,SES_group,11,Low,5,356,0.4833,0.1404
finbert_768,XGBoost,SES_group,11,Low,6,326,0.5345,0.181
finbert_768,XGBoost,SES_group,11,Low,7,348,0.5883,0.1868
finbert_768,XGBoost,SES_group,11,Low,8,336,0.6452,0.2351
finbert_768,XGBoost,SES_group,11,Low,9,323,0.7364,0.3313
finbert_768,XGBoost,SES_group,11,High,0,141,0.1494,0.0213
finbert_768,XGBoost,SES_group,11,High,1,155,0.2489,0.0323
finbert_768,XGBoost,SES_group,11,High,2,192,0.3159,0.0573
finbert_768,XGBoost,SES_group,11,High,3,191,0.3742,0.089
finbert_768,XGBoost,SES_group,11,High,4,198,0.4322,0.101
finbert_768,XGBoost,SES_group,11,High,5,187,0.4835,0.1497
finbert_768,XGBoost,SES_group,11,High,6,222,0.5306,0.1712
finbert_768,XGBoost,SES_group,11,High,7,207,0.5907,0.2029
finbert_768,XGBoost,SES_group,11,High,8,195,0.646,0.2872
finbert_768,XGBoost,SES_group,11,High,9,212,0.7311,0.3538
finbert_768,XGBoost,BlackConcentration,11,Low,0,149,0.1418,0.0268
finbert_768,XGBoost,BlackConcentration,11,Low,1,141,0.2471,0.0638
finbert_768,XGBoost,BlackConcentration,11,Low,2,131,0.315,0.0382
finbert_768,XGBoost,BlackConcentration,11,Low,3,127,0.3759,0.0866
finbert_768,XGBoost,BlackConcentration,11,Low,4,130,0.4324,0.1154
finbert_768,XGBoost,BlackConcentration,11,Low,5,131,0.4841,0.1145
finbert_768,XGBoost,BlackConcentration,11,Low,6,147,0.5338,0.1361
finbert_768,XGBoost,BlackConcentration,11,Low,7,144,0.5858,0.1319
finbert_768,XGBoost,BlackConcentration,11,Low,8,133,0.6444,0.2406
finbert_768,XGBoost,BlackConcentration,11,Low,9,145,0.7393,0.2759
finbert_768,XGBoost,BlackConcentration,11,High,0,338,0.1478,0.0414
finbert_768,XGBoost,BlackConcentration,11,High,1,334,0.2495,0.0599
finbert_768,XGBoost,BlackConcentration,11,High,2,359,0.3147,0.0613
finbert_768,XGBoost,BlackConcentration,11,High,3,364,0.3742,0.0934
finbert_768,XGBoost,BlackConcentration,11,High,4,375,0.4318,0.112
finbert_768,XGBoost,BlackConcentration,11,High,5,363,0.4832,0.1543
finbert_768,XGBoost,BlackConcentration,11,High,6,362,0.5322,0.1934
finbert_768,XGBoost,BlackConcentration,11,High,7,340,0.5889,0.2206
finbert_768,XGBoost,BlackConcentration,11,High,8,373,0.6459,0.2279
finbert_768,XGBoost,BlackConcentration,11,High,9,355,0.7326,0.3099
finbert_768,XGBoost,SES_group,12,Low,0,550,0.1731,0.0273
finbert_768,XGBoost,SES_group,12,Low,1,493,0.2831,0.0588
finbert_768,XGBoost,SES_group,12,Low,2,471,0.3444,0.0828
finbert_768,XGBoost,SES_group,12,Low,3,478,0.3992,0.0962
finbert_768,XGBoost,SES_group,12,Low,4,489,0.4503,0.1104
finbert_768,XGBoost,SES_group,12,Low,5,450,0.5015,0.1489
finbert_768,XGBoost,SES_group,12,Low,6,461,0.5513,0.1952
finbert_768,XGBoost,SES_group,12,Low,7,417,0.5995,0.2206
finbert_768,XGBoost,SES_group,12,Low,8,441,0.6561,0.2472
finbert_768,XGBoost,SES_group,12,Low,9,455,0.7458,0.3253
finbert_768,XGBoost,SES_group,12,High,0,213,0.1805,0.0423
finbert_768,XGBoost,SES_group,12,High,1,251,0.284,0.0637
finbert_768,XGBoost,SES_group,12,High,2,264,0.3466,0.0909
finbert_768,XGBoost,SES_group,12,High,3,247,0.3994,0.085
finbert_768,XGBoost,SES_group,12,High,4,260,0.4488,0.1192
finbert_768,XGBoost,SES_group,12,High,5,268,0.5004,0.1716
finbert_768,XGBoost,SES_group,12,High,6,273,0.5519,0.1722
finbert_768,XGBoost,SES_group,12,High,7,294,0.5998,0.2721
finbert_768,XGBoost,SES_group,12,High,8,279,0.658,0.2832
finbert_768,XGBoost,SES_group,12,High,9,259,0.7494,0.3552
finbert_768,XGBoost,BlackConcentration,12,Low,0,204,0.1818,0.0245
finbert_768,XGBoost,BlackConcentration,12,Low,1,181,0.2833,0.0331
finbert_768,XGBoost,BlackConcentration,12,Low,2,177,0.3469,0.0734
finbert_768,XGBoost,BlackConcentration,12,Low,3,165,0.4002,0.1091
finbert_768,XGBoost,BlackConcentration,12,Low,4,174,0.4515,0.1207
finbert_768,XGBoost,BlackConcentration,12,Low,5,192,0.5027,0.1458
finbert_768,XGBoost,BlackConcentration,12,Low,6,175,0.5508,0.2229
finbert_768,XGBoost,BlackConcentration,12,Low,7,177,0.5999,0.2203
finbert_768,XGBoost,BlackConcentration,12,Low,8,182,0.6571,0.2473
finbert_768,XGBoost,BlackConcentration,12,Low,9,165,0.7452,0.303
finbert_768,XGBoost,BlackConcentration,12,High,0,448,0.1745,0.0268
finbert_768,XGBoost,BlackConcentration,12,High,1,459,0.2832,0.0654
finbert_768,XGBoost,BlackConcentration,12,High,2,493,0.3451,0.0974
finbert_768,XGBoost,BlackConcentration,12,High,3,475,0.3998,0.0947
finbert_768,XGBoost,BlackConcentration,12,High,4,486,0.4497,0.1337
finbert_768,XGBoost,BlackConcentration,12,High,5,490,0.5011,0.1571
finbert_768,XGBoost,BlackConcentration,12,High,6,534,0.5516,0.191
finbert_768,XGBoost,BlackConcentration,12,High,7,518,0.6009,0.2259
finbert_768,XGBoost,BlackConcentration,12,High,8,487,0.6575,0.2669
finbert_768,XGBoost,BlackConcentration,12,High,9,508,0.7461,0.3602
finbert_768,XGBoost,SES_group,13,Low,0,658,0.1716,0.0289
finbert_768,XGBoost,SES_group,13,Low,1,621,0.277,0.0757
finbert_768,XGBoost,SES_group,13,Low,2,606,0.3375,0.0726
finbert_768,XGBoost,SES_group,13,Low,3,560,0.3945,0.1143
finbert_768,XGBoost,SES_group,13,Low,4,528,0.4453,0.1231
finbert_768,XGBoost,SES_group,13,Low,5,548,0.4967,0.1661
finbert_768,XGBoost,SES_group,13,Low,6,565,0.549,0.1717
finbert_768,XGBoost,SES_group,13,Low,7,555,0.6005,0.2252
finbert_768,XGBoost,SES_group,13,Low,8,532,0.6587,0.2237
finbert_768,XGBoost,SES_group,13,Low,9,513,0.7474,0.3236
finbert_768,XGBoost,SES_group,13,High,0,236,0.1762,0.0339
finbert_768,XGBoost,SES_group,13,High,1,251,0.2793,0.0637
finbert_768,XGBoost,SES_group,13,High,2,282,0.3386,0.078
finbert_768,XGBoost,SES_group,13,High,3,314,0.3938,0.1178
finbert_768,XGBoost,SES_group,13,High,4,331,0.4447,0.1329
finbert_768,XGBoost,SES_group,13,High,5,307,0.4965,0.1433
finbert_768,XGBoost,SES_group,13,High,6,293,0.548,0.1706
finbert_768,XGBoost,SES_group,13,High,7,329,0.5996,0.1854
finbert_768,XGBoost,SES_group,13,High,8,315,0.6596,0.2794
finbert_768,XGBoost,SES_group,13,High,9,345,0.7479,0.3942
finbert_768,XGBoost,BlackConcentration,13,Low,0,215,0.1763,0.0279
finbert_768,XGBoost,BlackConcentration,13,Low,1,206,0.276,0.0825
finbert_768,XGBoost,BlackConcentration,13,Low,2,237,0.3366,0.0717
finbert_768,XGBoost,BlackConcentration,13,Low,3,235,0.3933,0.0809
finbert_768,XGBoost,BlackConcentration,13,Low,4,221,0.4452,0.1041
finbert_768,XGBoost,BlackConcentration,13,Low,5,217,0.4962,0.1475
finbert_768,XGBoost,BlackConcentration,13,Low,6,220,0.5491,0.1773
finbert_768,XGBoost,BlackConcentration,13,Low,7,209,0.5993,0.2105
finbert_768,XGBoost,BlackConcentration,13,Low,8,220,0.6595,0.2318
finbert_768,XGBoost,BlackConcentration,13,Low,9,190,0.7482,0.3105
finbert_768,XGBoost,BlackConcentration,13,High,0,564,0.1712,0.0248
finbert_768,XGBoost,BlackConcentration,13,High,1,511,0.2776,0.0744
finbert_768,XGBoost,BlackConcentration,13,High,2,524,0.3373,0.0782
finbert_768,XGBoost,BlackConcentration,13,High,3,549,0.3938,0.1056
finbert_768,XGBoost,BlackConcentration,13,High,4,546,0.4455,0.141
finbert_768,XGBoost,BlackConcentration,13,High,5,572,0.4967,0.1573
finbert_768,XGBoost,BlackConcentration,13,High,6,571,0.5493,0.1769
finbert_768,XGBoost,BlackConcentration,13,High,7,593,0.6005,0.204
finbert_768,XGBoost,BlackConcentration,13,High,8,604,0.6589,0.2632
finbert_768,XGBoost,BlackConcentration,13,High,9,594,0.7469,0.3872
finbert_768,XGBoost,SES_group,14,Low,0,778,0.1598,0.018
finbert_768,XGBoost,SES_group,14,Low,1,699,0.2518,0.0558
finbert_768,XGBoost,SES_group,14,Low,2,701,0.3145,0.0856
finbert_768,XGBoost,SES_group,14,Low,3,678,0.3686,0.1195
finbert_768,XGBoost,SES_group,14,Low,4,652,0.4237,0.1258
finbert_768,XGBoost,SES_group,14,Low,5,662,0.4751,0.1042
finbert_768,XGBoost,SES_group,14,Low,6,670,0.5288,0.1746
finbert_768,XGBoost,SES_group,14,Low,7,614,0.5846,0.2345
finbert_768,XGBoost,SES_group,14,Low,8,625,0.6502,0.28
finbert_768,XGBoost,SES_group,14,Low,9,628,0.7394,0.3232
finbert_768,XGBoost,SES_group,14,High,0,303,0.1659,0.0462
finbert_768,XGBoost,SES_group,14,High,1,319,0.2531,0.0533
finbert_768,XGBoost,SES_group,14,High,2,288,0.3136,0.1007
finbert_768,XGBoost,SES_group,14,High,3,342,0.3695,0.0936
finbert_768,XGBoost,SES_group,14,High,4,338,0.4253,0.0858
finbert_768,XGBoost,SES_group,14,High,5,352,0.477,0.1307
finbert_768,XGBoost,SES_group,14,High,6,343,0.5275,0.1837
finbert_768,XGBoost,SES_group,14,High,7,377,0.5831,0.1857
finbert_768,XGBoost,SES_group,14,High,8,356,0.6518,0.2837
finbert_768,XGBoost,SES_group,14,High,9,381,0.7424,0.3622
finbert_768,XGBoost,BlackConcentration,14,Low,0,264,0.1655,0.0227
finbert_768,XGBoost,BlackConcentration,14,Low,1,297,0.2534,0.0572
finbert_768,XGBoost,BlackConcentration,14,Low,2,279,0.3153,0.1075
finbert_768,XGBoost,BlackConcentration,14,Low,3,283,0.3682,0.1343
finbert_768,XGBoost,BlackConcentration,14,Low,4,270,0.4224,0.1074
finbert_768,XGBoost,BlackConcentration,14,Low,5,270,0.4751,0.1593
finbert_768,XGBoost,BlackConcentration,14,Low,6,275,0.5282,0.1564
finbert_768,XGBoost,BlackConcentration,14,Low,7,246,0.5854,0.1992
finbert_768,XGBoost,BlackConcentration,14,Low,8,250,0.6499,0.244
finbert_768,XGBoost,BlackConcentration,14,Low,9,250,0.7369,0.336
finbert_768,XGBoost,BlackConcentration,14,High,0,628,0.1641,0.0382
finbert_768,XGBoost,BlackConcentration,14,High,1,666,0.2524,0.0586
finbert_768,XGBoost,BlackConcentration,14,High,2,634,0.3131,0.0931
finbert_768,XGBoost,BlackConcentration,14,High,3,675,0.3692,0.1007
