model,grouping,metric,comparison,fold,gap_structured,gap_tfidf_full,delta,gap_finbert_pca50
XGBoost,SES_group,FPR,finbert_pca50 - structured,9,0.0542,,0.0142,0.0684
XGBoost,SES_group,FPR,finbert_pca50 - structured,10,0.0523,,0.0103,0.0626
XGBoost,SES_group,FPR,finbert_pca50 - structured,11,0.0616,,-0.0135,0.0481
XGBoost,SES_group,FPR,finbert_pca50 - structured,12,0.0503,,-0.0028,0.0475
XGBoost,SES_group,FPR,finbert_pca50 - structured,13,0.046,,0.0034,0.0494
XGBoost,SES_group,FPR,finbert_pca50 - structured,14,0.051,,-0.0054,0.0456
XGBoost,SES_group,PPR,finbert_pca50 - structured,1,0.023,,0.0151,0.0381
XGBoost,SES_group,PPR,finbert_pca50 - structured,2,0.0904,,-0.0252,0.0652
XGBoost,SES_group,PPR,finbert_pca50 - structured,3,0.1365,,-0.0749,0.0616
XGBoost,SES_group,PPR,finbert_pca50 - structured,4,0.0487,,-0.0238,0.0249
XGBoost,SES_group,PPR,finbert_pca50 - structured,5,0.0728,,-0.0187,0.0541
XGBoost,SES_group,PPR,finbert_pca50 - structured,6,0.0509,,-0.0072,0.0437
XGBoost,SES_group,PPR,finbert_pca50 - structured,7,0.0512,,0.0038,0.055
XGBoost,SES_group,PPR,finbert_pca50 - structured,8,0.0281,,-0.0063,0.0218
XGBoost,SES_group,PPR,finbert_pca50 - structured,9,0.0566,,0.0111,0.0677
XGBoost,SES_group,PPR,finbert_pca50 - structured,10,0.0556,,0.0107,0.0663
XGBoost,SES_group,PPR,finbert_pca50 - structured,11,0.07,,-0.0158,0.0542
XGBoost,SES_group,PPR,finbert_pca50 - structured,12,0.0566,,-0.0027,0.0539
XGBoost,SES_group,PPR,finbert_pca50 - structured,13,0.0523,,0.0035,0.0558
XGBoost,SES_group,PPR,finbert_pca50 - structured,14,0.0556,,-0.0062,0.0494
XGBoost,SES_group,AUC,finbert_pca50 - structured,1,0.0261,,-0.0918,-0.0657
XGBoost,SES_group,AUC,finbert_pca50 - structured,2,-0.0872,,-0.0429,-0.1301
XGBoost,SES_group,AUC,finbert_pca50 - structured,3,-0.128,,-0.0027,-0.1307
XGBoost,SES_group,AUC,finbert_pca50 - structured,4,0.1205,,0.0167,0.1372
XGBoost,SES_group,AUC,finbert_pca50 - structured,5,-0.0141,,0.0295,0.0154
XGBoost,SES_group,AUC,finbert_pca50 - structured,6,-0.0946,,0.0108,-0.0838
XGBoost,SES_group,AUC,finbert_pca50 - structured,7,0.0254,,-0.0008,0.0246
XGBoost,SES_group,AUC,finbert_pca50 - structured,8,0.0285,,0.0138,0.0423
XGBoost,SES_group,AUC,finbert_pca50 - structured,9,-0.0201,,0.0016,-0.0185
XGBoost,SES_group,AUC,finbert_pca50 - structured,10,0.0058,,-0.0104,-0.0046
XGBoost,SES_group,AUC,finbert_pca50 - structured,11,0.0277,,-0.0036,0.0241
XGBoost,SES_group,AUC,finbert_pca50 - structured,12,0.0025,,-0.0078,-0.0053
XGBoost,SES_group,AUC,finbert_pca50 - structured,13,0.0161,,-0.0008,0.0153
XGBoost,SES_group,AUC,finbert_pca50 - structured,14,-0.0014,,-0.0035,-0.0049
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,1,,0.0977,-0.0902,0.0075
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,2,,-0.0019,-0.0065,-0.0084
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,3,,-0.0873,-0.0393,-0.1266
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,4,,0.2305,-0.0247,0.2058
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,5,,0.0146,0.0363,0.0509
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,6,,-0.0222,0.0,-0.0222
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,7,,0.0704,0.04,0.1104
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,8,,0.0397,0.0118,0.0515
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,9,,0.0585,-0.0223,0.0362
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,10,,0.0886,-0.035,0.0536
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,11,,0.1021,-0.0405,0.0616
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,12,,0.049,-0.008,0.041
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,13,,0.0479,0.0045,0.0524
XGBoost,SES_group,TPR,finbert_pca50 - tfidf_full,14,,0.0441,0.0021,0.0462
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,1,,0.0819,-0.0415,0.0404
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,2,,0.0506,0.0105,0.0611
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,3,,0.0693,-0.0051,0.0642
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,4,,0.0006,-0.0064,-0.0058
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,5,,0.0662,-0.0113,0.0549
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,6,,0.0554,-0.0047,0.0507
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,7,,0.0213,0.0152,0.0365
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,8,,0.0027,0.0082,0.0109
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,9,,0.0725,-0.0041,0.0684
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,10,,0.0408,0.0218,0.0626
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,11,,0.0665,-0.0184,0.0481
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,12,,0.0364,0.0111,0.0475
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,13,,0.0342,0.0152,0.0494
XGBoost,SES_group,FPR,finbert_pca50 - tfidf_full,14,,0.0498,-0.0042,0.0456
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,1,,0.0877,-0.0496,0.0381
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,2,,0.0614,0.0038,0.0652
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,3,,0.0723,-0.0107,0.0616
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,4,,0.0345,-0.0096,0.0249
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,5,,0.0584,-0.0043,0.0541
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,6,,0.0461,-0.0024,0.0437
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,7,,0.0366,0.0184,0.055
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,8,,0.0132,0.0086,0.0218
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,9,,0.075,-0.0073,0.0677
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,10,,0.0526,0.0137,0.0663
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,11,,0.076,-0.0218,0.0542
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,12,,0.0461,0.0078,0.0539
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,13,,0.0424,0.0134,0.0558
XGBoost,SES_group,PPR,finbert_pca50 - tfidf_full,14,,0.0526,-0.0032,0.0494
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,1,,0.0009,-0.0666,-0.0657
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,2,,-0.1056,-0.0245,-0.1301
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,3,,-0.142,0.0113,-0.1307
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,4,,0.1274,0.0098,0.1372
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,5,,0.0024,0.013,0.0154
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,6,,-0.0912,0.0074,-0.0838
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,7,,0.0106,0.014,0.0246
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,8,,0.0234,0.0189,0.0423
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,9,,-0.0122,-0.0063,-0.0185
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,10,,0.0047,-0.0093,-0.0046
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,11,,0.0303,-0.0062,0.0241
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,12,,0.0053,-0.0106,-0.0053
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,13,,0.0151,0.0002,0.0153
XGBoost,SES_group,AUC,finbert_pca50 - tfidf_full,14,,-0.0038,-0.0011,-0.0049
