representation,model,grouping,fold,group_level,n,n_defaults,intercept,slope,ECE
finbert_pca50,Logistic,SES_group,7,Low,1211,171,-1.7359,0.8353,0.2944
finbert_pca50,Logistic,SES_group,7,High,676,112,-1.7223,1.0488,0.3062
finbert_pca50,Logistic,BlackConcentration,7,Low,428,64,-1.7899,0.9291,0.3149
finbert_pca50,Logistic,BlackConcentration,7,High,1276,191,-1.7385,0.8319,0.3065
finbert_pca50,Logistic,SES_group,8,Low,1715,306,-1.6544,0.6729,0.3245
finbert_pca50,Logistic,SES_group,8,High,838,160,-1.7738,0.9564,0.3352
finbert_pca50,Logistic,BlackConcentration,8,Low,555,105,-1.583,0.7096,0.3096
finbert_pca50,Logistic,BlackConcentration,8,High,1783,346,-1.6429,0.7646,0.3291
finbert_pca50,Logistic,SES_group,9,Low,2595,373,-1.781,0.8341,0.2997
finbert_pca50,Logistic,SES_group,9,High,1429,226,-1.7773,0.726,0.3281
finbert_pca50,Logistic,BlackConcentration,9,Low,1020,143,-1.8616,0.7445,0.3224
finbert_pca50,Logistic,BlackConcentration,9,High,2715,412,-1.7693,0.731,0.314
finbert_pca50,Logistic,SES_group,10,Low,2711,372,-1.7733,0.8872,0.2985
finbert_pca50,Logistic,SES_group,10,High,1356,209,-1.768,0.9192,0.3153
finbert_pca50,Logistic,BlackConcentration,10,Low,1012,139,-1.8141,0.7395,0.3138
finbert_pca50,Logistic,BlackConcentration,10,High,2694,445,-1.6429,0.9225,0.2939
finbert_pca50,Logistic,SES_group,11,Low,3647,513,-1.7784,0.8306,0.3055
finbert_pca50,Logistic,SES_group,11,High,1900,295,-1.8368,1.0036,0.3274
finbert_pca50,Logistic,BlackConcentration,11,Low,1378,170,-1.983,0.7911,0.3356
finbert_pca50,Logistic,BlackConcentration,11,High,3563,528,-1.7855,0.782,0.3199
finbert_pca50,Logistic,SES_group,12,Low,4705,689,-1.7927,0.9352,0.3143
finbert_pca50,Logistic,SES_group,12,High,2608,445,-1.7073,0.9954,0.3166
finbert_pca50,Logistic,BlackConcentration,12,Low,1792,264,-1.7929,0.9854,0.3155
finbert_pca50,Logistic,BlackConcentration,12,High,4898,809,-1.7251,0.9542,0.3167
finbert_pca50,Logistic,SES_group,13,Low,5686,837,-1.7551,0.8382,0.3123
finbert_pca50,Logistic,SES_group,13,High,3003,506,-1.7609,1.0164,0.3251
finbert_pca50,Logistic,BlackConcentration,13,Low,2170,307,-1.8156,0.9002,0.3203
finbert_pca50,Logistic,BlackConcentration,13,High,5628,929,-1.7346,0.971,0.3175
finbert_pca50,Logistic,SES_group,14,Low,6707,984,-1.7196,0.9232,0.2984
finbert_pca50,Logistic,SES_group,14,High,3399,539,-1.742,0.9568,0.3145
finbert_pca50,Logistic,BlackConcentration,14,Low,2684,400,-1.6769,0.8462,0.2944
finbert_pca50,Logistic,BlackConcentration,14,High,6570,1054,-1.687,0.9226,0.3039
finbert_pca50,XGBoost,SES_group,1,Low,515,76,-1.361,0.5925,0.1835
finbert_pca50,XGBoost,SES_group,1,High,214,35,-1.4405,0.3618,0.2297
finbert_pca50,XGBoost,BlackConcentration,1,Low,180,33,-1.175,0.5197,0.1672
finbert_pca50,XGBoost,BlackConcentration,1,High,460,68,-1.4067,0.5934,0.1981
finbert_pca50,XGBoost,SES_group,2,Low,561,52,-1.7889,0.819,0.2236
finbert_pca50,XGBoost,SES_group,2,High,263,41,-1.4904,0.2541,0.2043
finbert_pca50,XGBoost,SES_group,3,Low,606,64,-1.8182,1.0684,0.2578
finbert_pca50,XGBoost,SES_group,3,High,292,58,-1.2222,0.5391,0.2094
finbert_pca50,XGBoost,SES_group,4,Low,814,110,-1.6425,0.6043,0.2563
finbert_pca50,XGBoost,SES_group,4,High,397,56,-1.6592,1.3386,0.2577
finbert_pca50,XGBoost,BlackConcentration,4,Low,249,39,-1.5069,0.6597,0.2533
finbert_pca50,XGBoost,BlackConcentration,4,High,841,127,-1.5207,0.8098,0.2493
finbert_pca50,XGBoost,SES_group,5,Low,910,134,-1.4931,0.8969,0.2409
finbert_pca50,XGBoost,SES_group,5,High,430,63,-1.6812,0.9596,0.2823
finbert_pca50,XGBoost,BlackConcentration,5,Low,293,42,-1.543,1.0049,0.245
finbert_pca50,XGBoost,BlackConcentration,5,High,909,133,-1.5401,1.1622,0.2494
finbert_pca50,XGBoost,SES_group,6,Low,959,174,-1.5494,1.0648,0.2826
finbert_pca50,XGBoost,SES_group,6,High,507,104,-1.3836,0.6316,0.2825
finbert_pca50,XGBoost,BlackConcentration,6,Low,349,60,-1.6371,0.9896,0.3046
finbert_pca50,XGBoost,BlackConcentration,6,High,1002,192,-1.4776,0.9752,0.2764
finbert_pca50,XGBoost,SES_group,7,Low,1211,171,-1.6026,0.8293,0.264
finbert_pca50,XGBoost,SES_group,7,High,676,112,-1.5015,0.9877,0.2682
finbert_pca50,XGBoost,BlackConcentration,7,Low,428,64,-1.6428,0.8486,0.2868
finbert_pca50,XGBoost,BlackConcentration,7,High,1276,191,-1.5661,0.8792,0.2675
finbert_pca50,XGBoost,SES_group,8,Low,1715,306,-1.5381,0.7318,0.292
finbert_pca50,XGBoost,SES_group,8,High,838,160,-1.587,1.0432,0.2966
finbert_pca50,XGBoost,BlackConcentration,8,Low,555,105,-1.5151,0.8253,0.2906
finbert_pca50,XGBoost,BlackConcentration,8,High,1783,346,-1.5016,0.867,0.2903
finbert_pca50,XGBoost,SES_group,9,Low,2595,373,-1.6877,1.0285,0.2857
finbert_pca50,XGBoost,SES_group,9,High,1429,226,-1.6963,0.9472,0.3051
finbert_pca50,XGBoost,BlackConcentration,9,Low,1020,143,-1.7775,0.9117,0.3057
finbert_pca50,XGBoost,BlackConcentration,9,High,2715,412,-1.6854,0.9715,0.2948
finbert_pca50,XGBoost,SES_group,10,Low,2711,372,-1.6156,0.954,0.2651
finbert_pca50,XGBoost,SES_group,10,High,1356,209,-1.6229,0.9276,0.2841
finbert_pca50,XGBoost,BlackConcentration,10,Low,1012,139,-1.7107,0.8372,0.2893
finbert_pca50,XGBoost,BlackConcentration,10,High,2694,445,-1.4952,0.9352,0.2624
finbert_pca50,XGBoost,SES_group,11,Low,3647,513,-1.6635,0.904,0.2803
finbert_pca50,XGBoost,SES_group,11,High,1900,295,-1.7037,1.1623,0.3007
finbert_pca50,XGBoost,BlackConcentration,11,Low,1378,170,-1.8913,0.8885,0.3145
finbert_pca50,XGBoost,BlackConcentration,11,High,3563,528,-1.6684,0.9332,0.2922
finbert_pca50,XGBoost,SES_group,12,Low,4705,689,-1.7415,1.0439,0.3038
finbert_pca50,XGBoost,SES_group,12,High,2608,445,-1.636,1.0517,0.3024
finbert_pca50,XGBoost,BlackConcentration,12,Low,1792,264,-1.7538,1.082,0.3087
finbert_pca50,XGBoost,BlackConcentration,12,High,4898,809,-1.6601,1.0492,0.3029
finbert_pca50,XGBoost,SES_group,13,Low,5686,837,-1.7318,0.9053,0.3072
finbert_pca50,XGBoost,SES_group,13,High,3003,506,-1.7131,1.0835,0.3154
finbert_pca50,XGBoost,BlackConcentration,13,Low,2170,307,-1.8067,0.9517,0.3196
finbert_pca50,XGBoost,BlackConcentration,13,High,5628,929,-1.6918,1.0414,0.3085
finbert_pca50,XGBoost,SES_group,14,Low,6707,984,-1.6919,1.0251,0.2922
finbert_pca50,XGBoost,SES_group,14,High,3399,539,-1.6941,1.0375,0.3038
finbert_pca50,XGBoost,BlackConcentration,14,Low,2684,400,-1.6659,0.9434,0.2929
finbert_pca50,XGBoost,BlackConcentration,14,High,6570,1054,-1.6471,1.0202,0.2942
